city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id
Saint Cloud,MN,Minnesota,27145,Stearns,45.5339,-94.1718,113649,67641,652,polygon,TRUE,America/Chicago,56304 56301 56303 56302 56372 56393 56395 56396 56397 56398 56399,1840008881
Pearland,TX,Texas,48039,Brazoria,29.5585,-95.3201,113570,113570,946,polygon,TRUE,America/Chicago,77047 77089 77584 77581 77588,1840020979
Richardson,TX,Texas,48113,Dallas,32.9717,-96.7092,113347,113347,1532,polygon,TRUE,America/Chicago,75081 75080 75082 75083 75085,1840020710
Downey,CA,California,6037,Los Angeles,33.9379,-118.1312,113267,113267,3524,polygon,TRUE,America/Los_Angeles,90242 90240 90241 90239,1840019245
Miami Gardens,FL,Florida,12086,Miami-Dade,25.9433,-80.2425,113058,113058,2394,polygon,TRUE,America/New_York,33014 33169 33055 33056 33054,1840015151
Temecula,CA,California,6065,Riverside,33.4928,-117.1315,113054,113054,1173,polygon,TRUE,America/Los_Angeles,92590 92591 92592 92589 92593,1840021937
Costa Mesa,CA,California,6059,Orange,33.6667,-117.9135,112822,112822,2770,polygon,TRUE,America/Los_Angeles,92626 92627 92628,1840019326
Waterloo,IA,Iowa,19013,Black Hawk,42.492,-92.3522,112635,67934,427,polygon,TRUE,America/Chicago,50707 50703 50702 50701 50704,1840000440
Elgin,IL,Illinois,17089,Kane,42.0385,-88.3227,112123,112123,1159,polygon,TRUE,America/Chicago,60120 60123 60124 60121 60122,1840008134
Coeur d'Alene,ID,Idaho,16055,Kootenai,47.7041,-116.7928,112088,50285,1245,polygon,TRUE,America/Los_Angeles,83815 83814 83816,1840018402
El Centro,CA,California,6025,Imperial,32.7873,-115.5578,111733,44201,1522,polygon,TRUE,America/Los_Angeles,92243 92244,1840020630
Gresham,OR,Oregon,41051,Multnomah,45.5023,-122.4414,111523,111523,1849,polygon,TRUE,America/Los_Angeles,97233 97230 97030 97080,1840019939
Saint George,UT,Utah,49053,Washington,37.0769,-113.5771,111090,82318,416,polygon,TRUE,America/Denver,84770 84790 84791,1840021559
Gilroy,CA,California,6085,Santa Clara,37.0048,-121.5843,111004,55069,1317,polygon,TRUE,America/Los_Angeles,95020,1840020327
Inglewood,CA,California,6037,Los Angeles,33.9566,-118.3444,110654,110654,4711,polygon,TRUE,America/Los_Angeles,90305 90304 90303 90302 90301 90306 90307 90308 90309 90311 90312,1840019237
Cambridge,MA,Massachusetts,25017,Middlesex,42.3758,-71.1184,110651,110651,6686,polygon,TRUE,America/New_York,02142 02140 02141 02139 02138 02238,1840000429
Lowell,MA,Massachusetts,25017,Middlesex,42.6389,-71.3217,110558,110558,3142,polygon,TRUE,America/New_York,01851 01850 01852 01854 01853,1840000426
Santa Fe,NM,New Mexico,35049,Santa Fe,35.6619,-105.9818,110208,83875,617,polygon,TRUE,America/Denver,87505 87507 87501 87502 87503 87504 87509 87592 87594,1840021707
Centennial,CO,Colorado,8005,Arapahoe,39.5927,-104.8674,109932,109932,1449,polygon,TRUE,America/Denver,80122 80121 80016 80015 80112 80111,1840018792
Richmond,CA,California,6013,Contra Costa,37.9477,-122.339,109813,109813,1410,polygon,TRUE,America/Los_Angeles,94801 94530 94850 94803 94804 94805 94806 94802 94807 94808,1840020277
Pompano Beach,FL,Florida,12011,Broward,26.2428,-80.1312,109393,109393,1756,polygon,TRUE,America/New_York,33060 33062 33064 33069 33061 33072 33074 33075 33077 33093 33097,1840015143
North Charleston,SC,South Carolina,45019,Charleston,32.9086,-80.0705,109298,109298,572,polygon,TRUE,America/New_York,29423 29420 29456 29485 29483 29404 29405 29406 29418 29419,1840015164
Pottstown,PA,Pennsylvania,42091,Montgomery,40.2508,-75.6445,109052,22661,1793,polygon,TRUE,America/New_York,19464,1840001373
Everett,WA,Washington,53061,Snohomish,47.9524,-122.1672,109043,109043,1271,polygon,TRUE,America/Los_Angeles,98207 98204 98205 98203 98201 98208 98275 98206 98213,1840019785
Burlington,VT,Vermont,50007,Chittenden,44.4877,-73.2314,108331,42260,1583,polygon,TRUE,America/New_York,05405 05401 05408 05402 05406,1840002310
West Palm Beach,FL,Florida,12099,Palm Beach,26.7468,-80.1315,108161,108161,756,polygon,TRUE,America/New_York,33411 33412 33417 33409 33407 33405 33401 33402 33416 33419 33420 33421 33422,1840015993
West Covina,CA,California,6037,Los Angeles,34.0555,-117.9112,107847,107847,2595,polygon,TRUE,America/Los_Angeles,91792 91791 91790 91793,1840021876
Broken Arrow,OK,Oklahoma,40143,Tulsa,36.0367,-95.7808,107403,107403,672,polygon,TRUE,America/Chicago,74014 74011 74012 74013,1840019059
Salisbury,MD,Maryland,24045,Wicomico,38.3755,-75.5883,107026,33114,955,polygon,TRUE,America/New_York,21802 21804 21801 21803,1840006219
Sioux City,IA,Iowa,19193,Woodbury,42.4959,-96.3901,106740,82872,547,polygon,TRUE,America/Chicago,51106 51104 51105 51103 51101 51108 51109 51111 51102,1840000447
Eau Claire,WI,Wisconsin,55035,Eau Claire,44.8202,-91.4948,106681,68339,821,polygon,TRUE,America/Chicago,54703 54701 54702,1840002296
Clovis,CA,California,6019,Fresno,36.8283,-119.6851,106583,106583,1709,polygon,TRUE,America/Los_Angeles,93611 93612 93619 93613 93747,1840018944
Daly City,CA,California,6081,San Mateo,37.6863,-122.4684,106472,106472,5380,polygon,TRUE,America/Los_Angeles,94015 94014 94016 94017,1840018926
Norwalk,CA,California,6037,Los Angeles,33.9069,-118.0829,106178,106178,4222,polygon,TRUE,America/Los_Angeles,90650 90651 90652,1840020501
Turlock,CA,California,6099,Stanislaus,37.5053,-120.8588,106100,72796,1660,polygon,TRUE,America/Los_Angeles,95380 95382 95381,1840021533
Sandy Springs,GA,Georgia,13121,Fulton,33.9366,-84.3703,105703,105703,1083,polygon,TRUE,America/New_York,30339 30350 30328 30327 30342,1840015609
Hillsboro,OR,Oregon,41067,Washington,45.5289,-122.9373,105164,105164,1671,polygon,TRUE,America/Los_Angeles,97006 97123 97124 97129,1840019932
Lewisville,TX,Texas,48121,Denton,33.0453,-96.9823,104659,104659,1101,polygon,TRUE,America/Chicago,75067 75065 75056 75057 75077 75029,1840020639
Burbank,CA,California,6037,Los Angeles,34.188,-118.3234,104447,104447,2325,polygon,TRUE,America/Los_Angeles,91506 91504 91505 91502 91501 91503 91507 91508 91510 91521 91522 91523 91526,1840019233
Chico,CA,California,6007,Butte,39.7568,-121.816,104302,91567,1072,polygon,TRUE,America/Los_Angeles,95973 95926 95928 95927 95929 95976,1840018778
San Mateo,CA,California,6081,San Mateo,37.5522,-122.3122,103959,103959,3309,polygon,TRUE,America/Los_Angeles,94404 94401 94402 94403 94497,1840021551
El Cajon,CA,California,6073,San Diego,32.8017,-116.9604,103768,103768,2767,polygon,TRUE,America/Los_Angeles,92020 92021 92019,1840020618
Rialto,CA,California,6071,San Bernardino,34.1128,-117.3885,103314,103314,1785,polygon,TRUE,America/Los_Angeles,92316 92376 92377,1840020407
La Crosse,WI,Wisconsin,55063,La Crosse,43.8234,-91.2279,102427,52109,978,polygon,TRUE,America/Chicago,54601 54603 54602,1840002577
League City,TX,Texas,48167,Galveston,29.4873,-95.109,102010,102010,768,polygon,TRUE,America/Chicago,77573 77565 77598 77511 77539 77574,1840020973
Davie,FL,Florida,12011,Broward,26.0789,-80.287,101871,101871,1127,polygon,TRUE,America/New_York,33328 33324 33325 33331 33330 33317 33314,1840017272
Jacksonville,NC,North Carolina,37133,Onslow,34.7323,-77.3962,101865,67784,562,polygon,TRUE,America/New_York,28546 28547 28543 28540 28541 28542,1840014653
Vista,CA,California,6073,San Diego,33.1895,-117.2386,101659,101659,2101,polygon,TRUE,America/Los_Angeles,92084 92083 92081 92085,1840021994
Holland,MI,Michigan,26139,Ottawa,42.7676,-86.0984,101421,33543,775,polygon,TRUE,America/Detroit,49423 49422,1840002996
Renton,WA,Washington,53033,King,47.4757,-122.1904,100953,100953,1663,polygon,TRUE,America/Los_Angeles,98059 98058 98057 98056 98055,1840019827
Longview,TX,Texas,48183,Gregg,32.5192,-94.7622,100852,82055,568,polygon,TRUE,America/Chicago,75602 75601 75605 75604 75606 75607 75608 75615,1840020746
Temple,TX,Texas,48027,Bell,31.1077,-97.3899,100641,73600,407,polygon,TRUE,America/Chicago,76508 76501 76504 76502 76503,1840022154
San Angelo,TX,Texas,48451,Tom Green,31.4424,-100.4503,100472,100702,652,polygon,TRUE,America/Chicago,76905 76904 76901 76903 76908 76902 76906 76909,1840022146
Logan,UT,Utah,49005,Cache,41.7403,-111.8418,99909,50676,1114,polygon,TRUE,America/Denver,84321 84341 84322,1840020108
Charlottesville,VA,Virginia,51540,Charlottesville (city),38.0374,-78.4856,99664,46912,1769,polygon,TRUE,America/New_York,22901 22902 22903 22905 22906 22907 22908 22909 22910,1840001678
Bend,OR,Oregon,41017,Deschutes,44.0562,-121.3087,99634,91122,1065,polygon,TRUE,America/Los_Angeles,97702 97701 97703 97708 97709,1840018618
Wichita Falls,TX,Texas,48485,Wichita,33.9072,-98.5293,99596,104724,559,polygon,TRUE,America/Chicago,76308 76310 76311 76309 76306 76305 76302 76301 76307,1840021923
Allen,TX,Texas,48085,Collin,33.1087,-96.6735,99179,99179,1451,polygon,TRUE,America/Chicago,75002 75013,1840019396
Vacaville,CA,California,6095,Solano,38.3592,-121.9686,99059,98303,1317,polygon,TRUE,America/Los_Angeles,95687 95688,1840021498
Sparks,NV,Nevada,32031,Washoe,39.5727,-119.7131,98345,98345,1049,polygon,TRUE,America/Los_Angeles,89436 89434 89431 89432 89435,1840021337
Longmont,CO,Colorado,8013,Boulder,40.1691,-105.0995,97835,92858,1312,polygon,TRUE,America/Denver,80501 80503 80504 80502,1840020178
Middletown,OH,Ohio,39017,Butler,39.5032,-84.3659,97742,48813,719,polygon,TRUE,America/New_York,45005 45042 45044,1840003804
Beaverton,OR,Oregon,41067,Washington,45.4779,-122.8168,97590,97590,1930,polygon,TRUE,America/Los_Angeles,97225 97005 97007 97006 97008 97075 97076 97077 97078 97079,1840018556
Compton,CA,California,6037,Los Angeles,33.893,-118.2275,97550,97550,3761,polygon,TRUE,America/Los_Angeles,90220 90221 90222 90223,1840019240
Orem,UT,Utah,49049,Utah,40.2988,-111.699,97499,97499,2065,polygon,TRUE,America/Denver,84097 84058 84057 84059,1840020171
Bismarck,ND,North Dakota,38015,Burleigh,46.8127,-100.7694,96857,72417,849,polygon,TRUE,America/Chicago,58505 58504 58501 58503 58502 58506 58507,1840001926
Federal Way,WA,Washington,53033,King,47.3091,-122.3358,96757,96757,1677,polygon,TRUE,America/Los_Angeles,98023 98001 98003 98063 98093,1840019826
Spokane Valley,WA,Washington,53063,Spokane,47.6625,-117.2345,96340,96340,986,polygon,TRUE,America/Los_Angeles,99206 99016 99212 99216 99037 99211 99213 99215,1840021094
Idaho Falls,ID,Idaho,16019,Bonneville,43.4878,-112.0359,96166,60211,1029,polygon,TRUE,America/Boise,83401 83402 83404 83415,1840018644
Boca Raton,FL,Florida,12099,Palm Beach,26.3749,-80.1078,96114,96114,1265,polygon,TRUE,America/New_York,33496 33487 33486 33434 33432 33433 33431 33427 33429 33481 33488 33497 33499,1840014207
Rio Rancho,NM,New Mexico,35043,Sandoval,35.2873,-106.6979,96028,96028,358,polygon,TRUE,America/Denver,87121 87124 87144 87174,1840020387
Lawrence,KS,Kansas,20045,Douglas,38.9603,-95.2643,95800,95358,1072,polygon,TRUE,America/Chicago,66045 66044 66047 66046 66049,1840001632
Manteca,CA,California,6077,San Joaquin,37.7938,-121.2271,95797,76908,1445,polygon,TRUE,America/Los_Angeles,95337 95336,1840020265
Brockton,MA,Massachusetts,25023,Plymouth,42.0821,-71.0242,95630,95630,1731,polygon,TRUE,America/New_York,02301 02302 02303 02304 02305,1840000467
Meridian,ID,Idaho,16001,Ada,43.6182,-116.398,95623,95623,1351,polygon,TRUE,America/Boise,83646 83642 83680,1840020046
Mandeville,LA,Louisiana,22103,St. Tammany,30.375,-90.0906,95576,12424,690,polygon,TRUE,America/Chicago,70448 70471 70470,1840015909
South Gate,CA,California,6037,Los Angeles,33.9448,-118.1926,95538,95538,5097,polygon,TRUE,America/Los_Angeles,90280,1840021870
San Marcos,CA,California,6073,San Diego,33.135,-117.1743,95261,95261,1509,polygon,TRUE,America/Los_Angeles,92078 92069 92079 92096,1840021991
Portsmouth,VA,Virginia,51740,Portsmouth (city),36.8468,-76.354,95252,95252,1087,polygon,TRUE,America/New_York,23703 23709 23708 23704 23707 23701 23702 23705,1840003872
Vineland,NJ,New Jersey,34011,Cumberland,39.4652,-74.9981,94943,60525,341,polygon,TRUE,America/New_York,08344 08360 08361 08362,1840001551
Roswell,GA,Georgia,13121,Fulton,34.0391,-84.3513,94598,94598,897,polygon,TRUE,America/New_York,30076 30075 30077,1840014741
Dearborn,MI,Michigan,26163,Wayne,42.3127,-83.213,94444,94444,1504,polygon,TRUE,America/Detroit,48128 48120 48126 48124 48121 48123,1840003969
Slidell,LA,Louisiana,22103,St. Tammany,30.2881,-89.7828,94320,28013,728,polygon,TRUE,America/Chicago,70460 70458 70459 70469,1840015911
Tracy,CA,California,6077,San Joaquin,37.7254,-121.4447,94277,89274,1527,polygon,TRUE,America/Los_Angeles,95377 95376 95304,1840021518
Prescott Valley,AZ,Arizona,4025,Yavapai,34.5983,-112.3178,94154,43132,408,polygon,TRUE,America/Phoenix,86327 86315 86314 86312,1840021772
Livonia,MI,Michigan,26163,Wayne,42.3972,-83.3733,94041,94041,1017,polygon,TRUE,America/Detroit,48152 48150 48154 48151 48153,1840003985
Sunrise,FL,Florida,12011,Broward,26.1547,-80.2998,93734,93734,2214,polygon,TRUE,America/New_York,33322 33323 33326 33351 33313,1840016000
Hesperia,CA,California,6071,San Bernardino,34.3974,-117.3144,93724,93724,495,polygon,TRUE,America/Los_Angeles,92345 92344 92340,1840020404
Quincy,MA,Massachusetts,25021,Norfolk,42.2516,-71.0183,93688,93688,2183,polygon,TRUE,America/New_York,02169 02171 02170 02269,1840000461
Blacksburg,VA,Virginia,51121,Montgomery,37.23,-80.4277,93560,45038,874,polygon,TRUE,America/New_York,24060 24061 24062 24063,1840006446
Terre Haute,IN,Indiana,18167,Vigo,39.4654,-87.3763,92841,60852,680,polygon,TRUE,America/Indiana/Indianapolis,47804 47807 47802 47803 47809 47801 47808,1840009671
Carson,CA,California,6037,Los Angeles,33.8374,-118.2559,92797,92797,1913,polygon,TRUE,America/Los_Angeles,90248 90810 90747 90746 90745 90224 90749 90895,1840019214
Plantation,FL,Florida,12011,Broward,26.126,-80.2617,92706,92706,1654,polygon,TRUE,America/New_York,33322 33323 33324 33325 33317 33313,1840015142
Lynn,MA,Massachusetts,25009,Essex,42.4778,-70.9662,92697,92697,3332,polygon,TRUE,America/New_York,01905 01904 01902 01901 01903 01910,1840000409
Florence,SC,South Carolina,45041,Florence,34.1782,-79.785,92614,38317,684,polygon,TRUE,America/New_York,29505 29506 29501 29502 29503 29504,1840013643
Santa Monica,CA,California,6037,Los Angeles,34.0232,-118.4813,92478,92478,4243,polygon,TRUE,America/Los_Angeles,90401 90402 90403 90404 90405 90406 90407 90408 90409 90410 90411,1840021866
Lawton,OK,Oklahoma,40031,Comanche,34.6171,-98.4204,92299,94653,450,polygon,TRUE,America/Chicago,73503 73507 73501 73505 73502 73506,1840020477
Miami Beach,FL,Florida,12086,Miami-Dade,25.8171,-80.1396,91917,91917,4618,polygon,TRUE,America/New_York,33140 33141 33139 33109,1840015150
Lafayette,CO,Colorado,8013,Boulder,39.9946,-105.0996,91767,28261,1167,polygon,TRUE,America/Denver,80026,1840020180
Westminster,CA,California,6059,Orange,33.7523,-117.9938,91565,91565,3520,polygon,TRUE,America/Los_Angeles,92683 92684 92685,1840021969
Dover,NH,New Hampshire,33017,Strafford,43.1887,-70.8845,91514,31153,450,polygon,TRUE,America/New_York,03820 03821 03822,1840002808
Albany,GA,Georgia,13095,Dougherty,31.5776,-84.1762,91284,73801,517,polygon,TRUE,America/New_York,31721 31701 31705 31707 31702 31703 31704 31706 31708,1840013864
Portsmouth,NH,New Hampshire,33015,Rockingham,43.058,-70.7826,91193,21485,530,polygon,TRUE,America/New_York,03801 03802 03803 03804,1840002932
Edmond,OK,Oklahoma,40109,Oklahoma,35.6689,-97.4159,91191,91191,415,polygon,TRUE,America/Chicago,73012 73013 73007 73003 73034 73083,1840020423
Carmel,IN,Indiana,18057,Hamilton,39.9658,-86.1461,91065,91065,740,polygon,TRUE,America/Indiana/Indianapolis,46290 46032 46033 46280 46082,1840007260
Hanford,CA,California,6031,Kings,36.326,-119.6539,90515,55547,1276,polygon,TRUE,America/Los_Angeles,93230,1840020382
San Leandro,CA,California,6001,Alameda,37.7071,-122.1601,90465,90465,2616,polygon,TRUE,America/Los_Angeles,94578 94579 94577 94622,1840021538
Fishers,IN,Indiana,18057,Hamilton,39.959,-85.968,90127,90127,1011,polygon,TRUE,America/Indiana/Indianapolis,46038 46256 46037 46085,1840010496
Livermore,CA,California,6001,Alameda,37.6863,-121.7607,89840,89115,1280,polygon,TRUE,America/Los_Angeles,94550 94551,1840020294
Decatur,IL,Illinois,17115,Macon,39.8555,-88.9337,89653,72706,664,polygon,TRUE,America/Chicago,62522 62523 62521 62526 62535 62524 62525,1840007269
Lees Summit,MO,Missouri,29095,Jackson,38.9172,-94.3816,89467,96076,581,polygon,TRUE,America/Chicago,64086 64082 64064 64063 64081 64002,1840032155
Suffolk,VA,Virginia,51800,Suffolk (city),36.6953,-76.6398,89273,89273,86,polygon,TRUE,America/New_York,23433 23432 23437 23436 23435 23434 23438 23439,1840003873
Muncie,IN,Indiana,18035,Delaware,40.1989,-85.395,89186,69010,972,polygon,TRUE,America/Indiana/Indianapolis,47306 47305 47303 47304 47302 47307 47308,1840008365
Newton,MA,Massachusetts,25017,Middlesex,42.3317,-71.2085,89045,89045,1927,polygon,TRUE,America/New_York,02464 02466 02461 02462 02468 02465 02467 02460 02459 02458 02456 02495,1840000433
Missoula,MT,Montana,30063,Missoula,46.8687,-114.0089,89017,72364,966,polygon,TRUE,America/Denver,59808 59803 59802 59801 59812,1840019840
Fall River,MA,Massachusetts,25005,Bristol,41.7136,-71.1014,88930,88930,1036,polygon,TRUE,America/New_York,02724 02723 02720 02721 02790 02747 02722,1840000497
Rapid City,SD,South Dakota,46103,Pennington,44.0709,-103.22,88533,74048,522,polygon,TRUE,America/Denver,57702 57703 57701 57709,1840002180
Menifee,CA,California,6065,Riverside,33.6909,-117.1849,88531,88531,735,polygon,TRUE,America/Los_Angeles,92587 92586 92585 92584 92564,1840022903
Norwalk,CT,Connecticut,9001,Fairfield,41.1144,-73.4215,88438,88438,1491,polygon,TRUE,America/New_York,06854 06855 06856 06850 06851 06853 06852 06857 06858 06860,1840004839
Jackson,MI,Michigan,26075,Jackson,42.243,-84.4038,88394,32918,1172,polygon,TRUE,America/Detroit,49201 49202 49203 49204,1840003173
Auburn,AL,Alabama,1081,Lee,32.6084,-85.4897,88379,63118,414,polygon,TRUE,America/Chicago,36849 36832 36830 36831,1840013810
Waukegan,IL,Illinois,17097,Lake,42.3697,-87.8716,88182,88182,1416,polygon,TRUE,America/Chicago,60048 60085 60087 60079,1840010113
Sugar Land,TX,Texas,48157,Fort Bend,29.5956,-95.6283,88177,88177,1013,polygon,TRUE,America/Chicago,77498 77478 77479 77487 77496,1840022217
Hawthorne,CA,California,6037,Los Angeles,33.9147,-118.3476,88031,88031,5589,polygon,TRUE,America/Los_Angeles,90250 90251 90261 90310,1840020486
Bowling Green,KY,Kentucky,21227,Warren,36.9725,-86.4371,87976,65234,656,polygon,TRUE,America/Chicago,42104 42102 42103 42101,1840013265
Chino,CA,California,6071,San Bernardino,33.9836,-117.6653,87776,87776,1142,polygon,TRUE,America/Los_Angeles,91708 91710,1840019114
Napa,CA,California,6055,Napa,38.2982,-122.3011,87733,80416,1738,polygon,TRUE,America/Los_Angeles,94558 94559 94581,1840020241
Kirkland,WA,Washington,53033,King,47.6996,-122.1982,87701,87701,1900,polygon,TRUE,America/Los_Angeles,98033 98011 98034 98083,1840019836
Dalton,GA,Georgia,13313,Whitfield,34.7688,-84.9711,87688,34077,648,polygon,TRUE,America/New_York,30721 30720 30719 30722,1840014651
Edinburg,TX,Texas,48215,Hidalgo,26.3183,-98.1622,87650,87650,867,polygon,TRUE,America/Chicago,78539 78542 78541 78540,1840021020
Citrus Heights,CA,California,6067,Sacramento,38.6948,-121.288,87432,87432,2372,polygon,TRUE,America/Los_Angeles,95621 95610 95611,1840018845
